id,description,tags,price,weight,origin,dest,gift,label_id,price_bin,weight_bin
482,Milk chocolate cookies 180g,"food,chocolate,snack,cookie",5.0,0.2,CA,US,0,10,0-25,0-0.25
233,Art-themed postcard set (16 pcs),"paper,card,postcard,art",14.0,0.12,CA,US,0,16,0-25,0-0.25
488,HD gaming console 1TB,"electronics,gaming,console,hd",369.0,1.7,CA,US,0,17,200+,1-2
424,Classic romance book 300 pages,"books,printed,paperback,reading,romance",10.0,0.34,CA,US,0,6,0-25,0.25-0.5
14,Hardcover cookbook 200 pages,"books,printed,hardcover,cooking,recipes",28.0,0.9,CA,US,0,6,25-50,0.5-1
66,Women's evening dress size L,"apparel,dress,women,evening,clothing",79.0,0.38,CA,US,0,13,50-100,0.25-0.5
357,AHA exfoliating face serum 30ml,"cosmetics,skincare,serum,exfoliating,face",21.0,0.15,CA,US,0,7,0-25,0-0.25
244,Wooden dining bench,"furniture,bench,wood,home,dining",169.0,12.4,CA,US,0,8,100-200,2+
146,Business desktop PC 16GB/512GB,"electronics,computer,desktop,office,ssd",999.0,7.1,CA,US,0,9,200+,2+
39,Cordless circular saw 18V,"tools,power_tool,saw,cordless,brand_bosch",189.0,3.1,CA,US,0,2,100-200,2+
499,Business desktop PC 8GB/512GB,"electronics,computer,desktop,office,ssd",749.0,6.4,CA,US,0,9,200+,2+
441,Kids magnetic tiles building set,"toys,tiles,children,magnetic,educational",32.0,0.92,CA,US,0,5,25-50,0.5-1
418,27-inch QHD office monitor,"electronics,monitor,display,27_inch",299.0,5.4,CA,US,0,19,200+,2+
473,Men's crewneck sweatshirt size L,"apparel,sweatshirt,crewneck,men,clothing",34.0,0.6,CA,US,0,3,25-50,0.5-1
135,Retro gaming handheld console,"electronics,gaming,console,handheld",89.0,0.42,CA,US,0,17,50-100,0.25-0.5
86,Plastic outdoor chairs (set of 2),"kitchen,plastic,outdoor,chairs,patio",45.0,3.4,CA,US,0,15,25-50,2+
251,Men's cotton tank top size L,"apparel,tank_top,cotton,men,clothing",17.0,0.2,CA,US,0,3,0-25,0-0.25
112,LED rechargeable work light,"electronics,battery,work_light,rechargeable",29.0,0.38,CA,US,0,11,25-50,0.25-0.5
100,Chocolate assortment gift tin 30 pieces,"food,chocolate,snack,gift_item",25.0,0.6,CA,US,1,10,0-25,0.5-1
78,Mystery thriller novel 420 pages,"books,printed,paperback,reading,thriller",14.0,0.48,CA,US,0,6,0-25,0.25-0.5
167,Portable CD stereo system,"electronics,audio,player,cd,stereo",64.0,1.6,CA,US,0,18,50-100,1-2
339,Wireless bookshelf woofer speaker,"electronics,audio,speaker,woofer,wireless",159.0,3.4,CA,US,0,1,100-200,2+
33,Vitamin C face serum 30ml,"cosmetics,skincare,serum,face,vitamin_c",27.0,0.12,CA,US,0,7,25-50,0-0.25
332,Plastic refrigerator organizers (4 pcs),"kitchen,plastic,storage,fridge",18.0,0.95,CA,US,0,15,0-25,0.5-1
286,28-inch LED gaming monitor,"electronics,monitor,display,28_inch",269.0,4.4,CA,US,0,19,200+,2+
274,Science fiction anthology 500 pages,"books,printed,paperback,reading,scifi",16.0,0.55,CA,US,0,6,0-25,0.5-1
168,23-inch LED desktop monitor,"electronics,monitor,display,23_inch",149.0,3.1,CA,US,0,19,100-200,2+
352,Women's loose-fit lounge pants size M,"apparel,pants,lounge,women,clothing",29.0,0.42,CA,US,0,3,25-50,0.25-0.5
367,Portable CD MP3 boombox,"electronics,audio,player,cd,mp3",64.0,1.25,CA,US,0,18,50-100,1-2
111,Milk chocolate gift assortment 18 pieces,"food,chocolate,snack,gift_item",17.0,0.32,CA,US,1,10,0-25,0.25-0.5
387,Men's casual chinos size 34,"apparel,pants,chinos,men,clothing",32.0,0.55,CA,US,0,3,25-50,0.5-1
148,Rechargeable lithium AA pack (8 pcs),"electronics,battery,rechargeable,aa_cell",28.0,0.24,CA,US,0,11,25-50,0-0.25
285,Portable CD media player,"electronics,audio,player,cd,portable",44.0,0.95,CA,US,0,18,25-50,0.5-1
486,Plastic freezer containers (3 pcs),"kitchen,plastic,container,freezer",14.0,0.88,CA,US,0,15,0-25,0.5-1
239,Bluetooth minimalist speaker,"electronics,audio,speaker,compact,wireless",54.0,0.55,CA,US,0,1,50-100,0.5-1
101,USB-C fast wall charger 30W,"electronics,computer,charger,usb_c,accessory",19.0,0.12,CA,US,0,9,0-25,0-0.25
349,Hard shell carry-on 19 inch,"bags,luggage,travel,suitcase,carry_on",109.0,2.55,CA,US,0,14,100-200,2+
270,Women's yoga shorts size S,"apparel,shorts,yoga,women,clothing",21.0,0.22,CA,US,0,3,0-25,0-0.25
120,Men's wool coat size M,"apparel,coat,wool,men,clothing",119.0,1.55,CA,US,0,3,100-200,1-2
264,Plastic serving tray (2 pcs),"kitchen,plastic,tray,serving",10.0,0.55,CA,US,0,15,0-25,0.5-1
271,Wireless compact speaker,"electronics,audio,speaker,compact,wireless",49.0,0.5,CA,US,0,1,25-50,0.25-0.5
128,High-end workstation laptop 32GB/1TB,"electronics,computer,laptop,workstation,ssd",2499.0,2.8,CA,US,0,9,200+,2+
383,Vintage architecture postcards (12 pcs),"paper,card,postcard,architecture",11.0,0.1,CA,US,0,16,0-25,0-0.25
154,Cordless orbital sander 20V,"tools,power_tool,sander,cordless",139.0,1.85,CA,US,0,2,100-200,1-2
483,Rechargeable LED shop light,"electronics,battery,light,shop,rechargeable",29.0,0.28,CA,US,0,11,25-50,0.25-0.5
177,Home office desktop PC 8GB/256GB,"electronics,computer,desktop,office,ssd",699.0,6.2,CA,US,0,9,200+,2+
343,Vitamin E night serum 40ml,"cosmetics,skincare,serum,vitamin_e,face",20.0,0.13,CA,US,0,7,0-25,0-0.25
416,Digital gaming console 1TB,"electronics,gaming,console,digital",399.0,1.6,CA,US,0,17,200+,1-2
316,All-digital gaming console 512GB,"electronics,gaming,console,digital",329.0,0.95,CA,US,0,17,200+,0.5-1
254,Cordless oscillating tool 18V,"tools,power_tool,oscillating,cordless",129.0,1.6,CA,US,0,2,100-200,1-2
391,Kids robotic-building starter kit,"toys,robotics,children,educational,stem",39.0,1.4,CA,US,0,5,25-50,1-2
444,Wooden office desk with drawers,"furniture,desk,wood,office,home",219.0,16.8,CA,US,0,8,200+,2+
197,Rechargeable camping headlamp,"electronics,battery,headlamp,rechargeable",24.0,0.12,CA,US,0,11,0-25,0-0.25
227,Office productivity laptop 12GB/512GB,"electronics,computer,laptop,office,ssd",949.0,1.85,CA,US,0,9,200+,1-2
294,Wooden living room end table,"furniture,table,wood,living_room,home",149.0,9.9,CA,US,0,8,100-200,2+
380,Women's embroidered maxi dress size M,"apparel,dress,women,embroidered,maxi",92.0,0.38,CA,US,0,13,50-100,0.25-0.5
51,Travel backpack 35L,"bags,luggage,travel,backpack,outdoor",69.0,0.9,CA,US,0,14,50-100,0.5-1
360,Assorted chocolate pralines 20 pcs,"food,chocolate,snack,praline",14.0,0.32,CA,US,0,10,0-25,0.25-0.5
320,Women's jogger sweatpants size S,"apparel,pants,joggers,women,clothing",29.0,0.46,CA,US,0,3,25-50,0.25-0.5
206,Classic fantasy novel 600 pages,"books,printed,paperback,reading,fantasy",16.0,0.58,CA,US,0,6,0-25,0.5-1
63,Gaming mouse RGB,"electronics,computer,peripheral,mouse,gaming",39.0,0.22,CA,US,0,9,25-50,0-0.25
255,Kids paint and craft kit (150 pcs),"toys,craft,children,art,educational",26.0,0.85,CA,US,0,5,25-50,0.5-1
107,Historical fiction novel 360 pages,"books,printed,paperback,reading,history",14.0,0.45,CA,US,0,6,0-25,0.25-0.5
487,City sketch postcard set (10 pcs),"paper,card,postcard,sketch",9.0,0.07,CA,US,0,16,0-25,0-0.25
291,Kids dinosaur activity kit,"toys,activity,children,dinosaur,educational",17.0,0.55,CA,US,0,5,0-25,0.5-1
213,Travel duffel bag with wheels,"bags,luggage,duffel,travel,wheeled",89.0,2.4,CA,US,0,14,50-100,2+
423,Kids astronomy science kit,"toys,science,children,astronomy,educational",22.0,0.7,CA,US,0,5,0-25,0.5-1
64,Mixed chocolate truffles 20 pieces,"food,chocolate,truffle,gift_item",22.0,0.4,CA,US,1,10,0-25,0.25-0.5
476,Cordless precision screwdriver set,"tools,power_tool,screwdriver,cordless",89.0,0.95,CA,US,0,2,50-100,0.5-1
411,Rechargeable magnetic work light,"electronics,battery,light,work,magnetic",24.0,0.22,CA,US,0,11,0-25,0-0.25
312,Women's shimmer evening dress size L,"apparel,dress,women,evening,shimmer",99.0,0.4,CA,US,0,13,50-100,0.25-0.5
43,Kids building bricks set 300 pcs,"toys,blocks,plastic,construction,children",25.0,1.3,CA,US,0,5,0-25,1-2
122,Stereo bookshelf speaker pair,"electronics,audio,speaker,bookshelf",129.0,3.5,CA,US,0,1,100-200,2+
137,29-inch LED office monitor,"electronics,monitor,display,29_inch",229.0,4.6,CA,US,0,19,200+,2+
340,Cordless belt sander 18V,"tools,power_tool,sander,belt,cordless",179.0,2.85,CA,US,0,2,100-200,2+
290,Cordless rotary tool kit,"tools,power_tool,rotary,cordless",119.0,1.4,CA,US,0,2,100-200,1-2
62,Wooden bedside table,"furniture,table,wood,bedroom,home",129.0,8.4,CA,US,0,8,100-200,2+
74,Women's cotton leggings size M,"apparel,leggings,cotton,women,clothing",22.0,0.25,CA,US,0,3,0-25,0-0.25
231,Expandable wheeled suitcase 26 inch,"bags,luggage,travel,suitcase,expandable",149.0,3.9,CA,US,0,14,100-200,2+
223,Kids STEM robotics kit,"toys,robotics,children,stem,educational",39.0,1.4,CA,US,0,5,25-50,1-2
481,Student desktop PC 16GB/512GB,"electronics,computer,desktop,student,ssd",899.0,6.9,CA,US,0,9,200+,2+
204,Cordless drill driver combo kit,"tools,power_tool,drill,driver,combo,cordless",189.0,2.6,CA,US,0,2,100-200,2+
208,Wooden coat rack stand,"furniture,coat_rack,wood,home,entryway",129.0,10.8,CA,US,0,8,100-200,2+
358,Wooden bar-height dining stool,"furniture,stool,wood,kitchen,home",89.0,6.4,CA,US,0,8,50-100,2+
97,Retinol night serum 30ml,"cosmetics,skincare,serum,retinol,face",22.0,0.14,CA,US,0,7,0-25,0-0.25
376,Wooden farmhouse dining chair,"furniture,chair,wood,farmhouse",79.0,6.8,CA,US,0,8,50-100,2+
131,Women's midi dress size L,"apparel,dress,women,midi,clothing",59.0,0.36,CA,US,0,13,50-100,0.25-0.5
198,Women's velvet dress size S,"apparel,dress,women,velvet,clothing",82.0,0.34,CA,US,0,13,50-100,0.25-0.5
468,Plastic dry-food cannisters (3 pcs),"kitchen,plastic,storage,cannister",13.0,0.72,CA,US,0,15,0-25,0.5-1
4,Sony WH-1000XM4 wireless headphones,"electronics,audio,headphones,wireless,noise_cancelling,brand_sony",349.0,0.3,CA,US,1,1,200+,0.25-0.5
389,Wireless studio-grade speaker,"electronics,audio,speaker,studio,wireless",219.0,4.0,CA,US,0,1,200+,2+
466,Women's lace wrap dress size M,"apparel,dress,women,lace,wrap",82.0,0.34,CA,US,0,13,50-100,0.25-0.5
477,Kids STEM bridge building kit,"toys,stem,children,bridge,educational",23.0,0.7,CA,US,0,5,0-25,0.5-1
126,Acne control face serum 30ml,"cosmetics,skincare,serum,face,acne",23.0,0.12,CA,US,0,7,0-25,0-0.25
435,Portable CD player with speakers,"electronics,audio,player,cd,portable",52.0,1.15,CA,US,0,18,50-100,1-2
196,Chocolate wafer sticks 180g,"food,chocolate,snack,wafer",4.0,0.18,CA,US,0,10,0-25,0-0.25
47,14-inch student laptop 8GB/256GB,"electronics,computer,laptop,student,ssd,brand_lenovo",699.0,1.65,CA,US,0,9,200+,1-2
414,Plastic pantry bins (3 pack),"kitchen,plastic,storage,pantry",14.0,0.78,CA,US,0,15,0-25,0.5-1
472,23-inch LED home office monitor,"electronics,monitor,display,23_inch",149.0,3.0,CA,US,0,19,100-200,2+
385,Portable CD/FM stereo player,"electronics,audio,player,cd,fm",52.0,1.05,CA,US,0,18,50-100,1-2
230,Women's chiffon evening dress size L,"apparel,dress,women,chiffon,evening",99.0,0.4,CA,US,0,13,50-100,0.25-0.5
493,Wireless premium bookshelf speakers,"electronics,audio,speaker,bookshelf,premium",189.0,3.9,CA,US,0,1,100-200,2+
212,Women's satin cocktail dress size M,"apparel,dress,women,satin,cocktail",92.0,0.38,CA,US,0,13,50-100,0.25-0.5
5,JBL Flip 5 portable Bluetooth speaker,"electronics,audio,speaker,wireless,portable,brand_jbl",129.0,0.55,CA,US,0,1,100-200,0.5-1
82,Dark chocolate coins 150g,"food,chocolate,cocoa,snack,coins",5.0,0.14,CA,US,0,10,0-25,0-0.25
298,Women's floral maxi dress size M,"apparel,dress,women,floral,maxi",72.0,0.36,CA,US,0,13,50-100,0.25-0.5
282,Plastic stackable storage (3 pcs),"kitchen,plastic,storage,stackable",13.0,0.8,CA,US,0,15,0-25,0.5-1
241,Kids clay craft kit (15 pcs),"toys,craft,children,clay,educational",14.0,0.55,CA,US,0,5,0-25,0.5-1
222,Cordless compact router tool,"tools,power_tool,router,cordless",159.0,2.3,CA,US,0,2,100-200,2+
48,Assorted dark chocolate box 12 pieces,"food,chocolate,cocoa,snack,gift_item",18.0,0.35,CA,US,1,10,0-25,0.25-0.5
178,Chocolate peanut cluster bag 200g,"food,chocolate,snack,peanut",6.0,0.22,CA,US,0,10,0-25,0-0.25
21,Rechargeable lithium-ion battery 3000mAh,"electronics,battery,lithium,rechargeable,cell,18650",15.0,0.06,CA,US,0,11,0-25,0-0.25
155,Kids wooden train set (40 pcs),"toys,train,children,wooden,educational",29.0,1.1,CA,US,0,5,25-50,1-2
170,Women's fleece joggers size S,"apparel,pants,fleece,women,clothing",34.0,0.5,CA,US,0,3,25-50,0.25-0.5
92,Women's denim jacket size M,"apparel,jacket,denim,women,clothing",59.0,0.9,CA,US,0,3,50-100,0.5-1
147,Premium chocolate bar 80% cacao,"food,chocolate,cocoa,snack,premium",6.0,0.12,CA,US,0,10,0-25,0-0.25
382,Plastic cutlery tray,"kitchen,plastic,cutlery,storage",8.0,0.42,CA,US,0,15,0-25,0.25-0.5
159,Office workstation PC 32GB/1TB,"electronics,computer,desktop,office,ssd",1499.0,8.2,CA,US,0,9,200+,2+
456,Women's V-neck blouse size M,"apparel,blouse,vneck,women,clothing",33.0,0.34,CA,US,0,3,25-50,0.25-0.5
502,Luxury lipstick gift set,"cosmetics,makeup,lipstick,gift_item",60.0,0.12,CA,US,1,7,50-100,0-0.25
479,Vitamin C moisturizing gel 100ml,"cosmetics,skincare,gel,vitamin_c,face",17.0,0.16,CA,US,0,7,0-25,0-0.25
